estado;regiao;interestpol;high_interest;high_med_interest;med_interest;low_interest;low_no_interest;sem_interest;votedifsex1;votedifsex2;evervotefem;faltapoiofam;dific_conc_h;apoio_party;falta_interesse;div_sexual_trab;reasonparty;presidsymbolic;femrightsconhece;femrightsenough;parityagree;quotapunish;quotasenathird;haspartner;housekeep;haskids;haskidsin;haskidsinlittle;kidscare;kidstotal;wannakids;paidjob;assoc;levelasOUTDATED;levelassoc;familysupport;partnersupport;partnchangcitsupport;candwchance;thinkcand;sex;ageinterval;educalevel;incomeinterval;religion;pesos
sao paulo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;de 40 a 49;ensino_superior;na;catolica;0,117397168
sao paulo;sudeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;outro;outro;tarefas_domesticas;tempo dedicado as tarefas domesticas;influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;sim_mas_nunca_se_candidatou;feminino;de 40 a 49;ensino_medio;ate 2 sm;catolica;0,117397168
sao paulo;sudeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;de 50 a 59;ensino_fundamental;ate 2 sm;catolica;0,117397168
sergipe;nordeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;de 40 a 49;ensino_medio;sem renda;catolica;0,005610249
amazonas;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;suficientes;discorda;nao;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;sim;sou_membro_de_assoc;baixo;sou_membro_de_assocbaixo;nao_apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_superior;mais de 2 a 5 sm;catolica;0,008233311
amapa;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;na;conhece;na;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_medio;ate 2 sm;catolica;0,001544167
ceara;nordeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;insuficientes;discorda;nao;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;sim_mas_nunca_se_candidatou;masculino;de 20 a 29;ensino_superior;ate 2 sm;catolica;0,020809171
para;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;sim;sou_membro_de_assoc;baixo;sou_membro_de_assocbaixo;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;masculino;de 30 a 39;ensino_medio;mais de 2 a 5 sm;outra;0,018469319
rio de Janeiro;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;outro;tarefas_domesticas;tempo dedicado as tarefas domesticas;influencia;conhece;insuficientes;discorda;sim;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;60 anos ou mais;ensino_superior;mais de 10 sm;sem religiao ou crenca;0,040107889
rio de Janeiro;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_solo_parent;filhos_peq_solo_parent;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;masculino;de 40 a 49;ensino_medio;mais de 2 a 5 sm;catolica;0,040107889
sao paulo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;nao influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;tem_companh;tem_companh_sou_responsavel;tem filhos;filhos_moram;filhos_moram_pequenos;filhos_peq_voce_cuida;filhos_peq_voce_cuida;ja_tenho_filhos;sim;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;apoiaria;apoiaria;sim;nao_nunca_pensou;masculino;de 40 a 49;ensino_fundamental;mais de 2 a 5 sm;catolica;0,105920432
acre;norte;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;suficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;de 50 a 59;ensino_medio;ate 2 sm;catolica;0,00174646
alagoas;nordeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;de 50 a 59;ensino_superior;mais de 2 a 5 sm;evangelica;0,008031018
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;nao influencia;conhece;insuficientes;discorda;sim;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;sou_membro_de_assoc;alto;sou_membro_de_assocalto;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;60 anos ou mais;ensino_medio;mais de 2 a 5 sm;catolica;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;falta de apoio da familia;outro;outro;outro;outro;falta de apoio da familia;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;de 50 a 59;ensino_fundamental;ate 2 sm;catolica;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;outro;tarefas_domesticas;tempo dedicado as tarefas domesticas;influencia;nao_conhece;voce desconhece a legislacao;discorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;de 50 a 59;ensino_medio;ate 2 sm;espirita;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;de 50 a 59;ensino_medio;mais de 2 a 5 sm;evangelica;0,037066757
bahia;nordeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;de 40 a 49;ensino_medio;ate 2 sm;catolica;0,037066757
bahia;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;sou_membro_de_assoc;baixo;sou_membro_de_assocbaixo;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;60 anos ou mais;ensino_superior;mais de 10 sm;catolica;0,037066757
bahia;nordeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;60 anos ou mais;ensino_superior;mais de 2 a 5 sm;catolica;0,037066757
ceara;nordeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;outro;outro;na;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;de 50 a 59;ensino_fundamental;ate 2 sm;catolica;0,022825354
ceara;nordeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_medio;sem renda;espirita;0,022825354
ceara;nordeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;simhomens_engajados/as_patriarcado;faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;nao_conhece;voce desconhece a legislacao;concorda;nao;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;60 anos ou mais;ensino_fundamental;sem renda;catolica;0,022825354
espirito santo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;na_misteriosos;na;sim;falta de apoio da familia;outro;outro;outro;outro;falta de apoio da familia;na;conhece;suficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_medio;ate 2 sm;catolica;0,009790964
espirito santo;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;suficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;sou_membro_de_assoc;baixo;sou_membro_de_assocbaixo;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_superior;mais de 10 sm;catolica;0,009790964
goias;centro-oeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;sou_membro_de_assoc;medio;sou_membro_de_assocmedio;apoiaria;nao_tem_companh;nao_tem_companh;sim;sim_mas_nunca_se_candidatou;feminino;60 anos ou mais;ensino_medio;ate 2 sm;evangelica;0,016473365
maranhao;nordeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_superior;mais de 2 a 5 sm;catolica;0,015866487
mato grosso;centro-oeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;60 anos ou mais;ensino_fundamental;sem renda;evangelica;0,007842212
minas gerais;sudeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_medio;mais de 2 a 5 sm;catolica;0,053452461
minas gerais;sudeste;medio;nao_alto;alto_medio;medio;nao_baixo;alto_medio;algum_interesse;simna_envergonhados;faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;influencia;nao_conhece;voce desconhece a legislacao;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_fundamental;ate 2 sm;catolica;0,053452461
minas gerais;sudeste;nenhum;nao_alto;baixo_sem;nao_medio;nao_baixo;baixo_sem;nenhum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;nao;outro;outro;falta_apoio_party;outro;outro;falta de apoio dos partidos politicos;nao influencia;conhece;insuficientes;discorda;nao;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;de 50 a 59;ensino_fundamental;sem renda;catolica;0,053452461
minas gerais;sudeste;baixo;nao_alto;baixo_sem;nao_medio;baixo;baixo_sem;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;falta de apoio da familia;outro;outro;outro;outro;falta de apoio da familia;influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;nao;nao_nunca_pensou;feminino;60 anos ou mais;ensino_fundamental;ate 2 sm;catolica;0,053452461
minas gerais;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;falta_interesse;outro;falta de interesse por politica;nao influencia;conhece;insuficientes;concorda;sim;a favor;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;sim;sou_membro_de_assoc;alto;sou_membro_de_assocalto;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;de 50 a 59;ensino_superior;mais de 2 a 5 sm;catolica;0,053452461
minas gerais;sudeste;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;nao_faz_diferenca__mentes_abertas;nao_faz_diferenca;sim;outro;outro;outro;outro;outro;outro;na;nao_conhece;voce desconhece a legislacao;concorda;na;na;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_fundamental;ate 2 sm;catolica;0,053452461
para;norte;alto;alto;alto_medio;nao_medio;nao_baixo;alto_medio;algum_interesse;simhomens_engajados/as_patriarcado;faz_diferenca;nao;outro;dificuldade de concorrer com um homem;outro;outro;outro;dificuldade de concorrer com um homem;influencia;conhece;suficientes;concorda;sim;contra;nao_tem_companh;nao_tem_companh;tem filhos;filhos_moram;filhos_moram_crescidos;na;filhos_moram_crescidos;ja_tenho_filhos;nao;nao_sou_membro_de_assoc; ;nao_sou_membro_de_assoc;nao_apoiaria;nao_tem_companh;nao_tem_companh;sim;nao_nunca_pensou;feminino;60 anos ou mais;ensino_medio;mais de 2 a 5 sm;catolica;0,018631153
